what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472732524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472758280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472813290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472835278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472870410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472896765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472897865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472951506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666472953955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1666473022518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666473039729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666473060228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666473201865
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666473231549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666473244452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666473252927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666473615106
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666473620323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666473688117
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666473692474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666473890766
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666473892475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666473893875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666473898432
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666473900201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666473946666
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666473947856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666473968435
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666473968765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666474027953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666474029752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666474040466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666474048542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666474594269
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666474594768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474603274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474603304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474603344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474605223
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666474615217
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666474615437
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666474625594
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666474628872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666474675097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474692538
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474692568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474692598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474693847
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666474701673
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666474701943
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666474703142
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474766578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474787477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666474792054
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666474804088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474830396
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474830946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474834824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474834954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474835224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666474838382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666474845678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666475049339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666475061433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666475103080
