what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355655634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1698355661063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355661806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355712787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355839596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355847170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698355924216
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1698355927813
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356062403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356065621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356070730
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356078952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356106399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356117821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356181238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356202672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356212542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356221091
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356221977
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356510863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356512118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.close",1698356512123
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1698356512776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356521352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1698356529803
