what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1666253376249
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1666253376249
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1666253376249
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1666253376299
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1666253376299
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1666253376299
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1666253376299
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1666253376309
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1666253376329
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1666253376339
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1666253376349
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1666253376359
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1666253376359
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1666253376409
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1666253376419
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1666253376419
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1666253376429
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1666253376429
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1666253376429
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1666253376429
os,sysinfo,,,"win32",1666253376429
arch,sysinfo,,,"x86",1666253376429
ws,sysinfo,,,"win32",1666253376429
locale,sysinfo,,,"fr",1666253376429
processors,sysinfo,,,"4",1666253376429
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1666253376429
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1666253376429
java.specification.name,sysinfo,,,"Java Platform API Specification",1666253376429
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1666253376429
java.specification.version,sysinfo,,,"1.6",1666253376429
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1666253376429
java.version,sysinfo,,,"1.6.0_23",1666253376429
java.vm.info,sysinfo,,,"mixed mode",1666253376429
