what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666254708486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254715582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254717571
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666254723168
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666254723438
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666254733505
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666254735434
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254742171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254746028
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666254749287
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666254749497
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666254761893
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666254766875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254776450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254816483
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254823769
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254866989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254892445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254928746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666254930035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255016000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255074308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255096477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1666255106691
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255119934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255120904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255121563
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666255126581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255126810
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666255126810
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666255136736
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666255148149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255153057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255188248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255191167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255192306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255193535
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666255197873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255198083
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666255198083
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666255208315
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666255223647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255229884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255231193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255255980
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666255269213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666255273011
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666255276109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666255281696
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666255282535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666255283715
