what,kind,bundleId,bundleVersion,description,time
error,log,,,"Error starting process.",1666459107147
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459107157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459108816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459113684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459120370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459123178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459123218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459123248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459125847
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1666459125847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459130065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459134272
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1666459134292
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666459136221
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666459136491
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666459146587
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666459423829
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666459432514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1666459440640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459442449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459443868
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666459451954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666459453943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666459454562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1666459455862
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666459456341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459476670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459476700
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459476730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459488334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459493961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459495220
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RemoveAllBreakpoints",1666459495220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459501557
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666459505715
