what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666431871550
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1666431883384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666431883577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666431883657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666431889424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666431898794
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1666431898804
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666431900873
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1666431901273
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1666431901303
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1666432080379
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1666432081181
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666432090723
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1666432090993
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1666432100935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1666432243498
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1666432246591
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1666432256178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666432279247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666432281632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666432282491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1666432300351
